0.000000 0.000000 10.000000 20.000000 30.000000 40.000000 50.000000 60.000000 70.000000 80.000000 90.000000 100.000000 110.000000 120.000000 130.000000 140.000000 150.000000 160.000000 170.000000 180.000000 190.000000 200.000000 210.000000 220.000000 230.000000 240.000000 250.000000 260.000000 270.000000 280.000000 290.000000 300.000000
0.025000 -0.508892 9.938871 19.180825 29.742386 40.505946 48.901547 60.420622 70.293685 80.863655 91.742785 101.233544 109.285012 120.881294 129.938117 138.950579 149.049713 158.738347 170.332898 179.732489 190.292515 198.871910 209.628479 219.659263 228.353738 243.668652 249.439689 259.718679 271.410484 279.955013 289.026506 299.741556
0.050000 -0.359362 9.922763 19.764567 29.792469 41.029783 48.175243 61.425513 70.798012 80.103134 93.448113 100.978493 110.064915 120.491946 129.448584 140.855626 148.083171 161.388175 170.485576 179.919589 190.420435 198.738555 212.402926 220.295657 226.898512 243.192659 249.122454 258.540592 271.848966 279.232256 288.468847 299.075746
0.075000 -0.641637 10.661576 20.299964 29.920473 41.285355 49.231616 62.103143 69.884525 79.797657 93.752954 98.528575 110.500968 119.606044 127.954962 140.160832 147.511527 161.235579 170.684151 179.805397 189.786514 199.642053 212.590423 220.900880 228.178601 242.601434 250.320290 259.352262 272.377789 278.965922 290.172385 299.276414
0.100000 -1.466416 9.689063 19.817320 29.503744 41.238544 49.641939 62.213681 69.977399 79.571282 93.218798 98.309161 110.866010 118.605502 128.002304 140.035923 148.115118 161.119621 170.438113 180.873168 193.036969 201.088213 209.447350 221.104083 229.981620 241.522492 249.114975 260.076365 274.598746 279.571658 288.628044 299.930689
0.125000 0.478566 8.867570 19.394778 30.218561 41.132051 49.195919 61.938987 71.567712 79.312350 91.810796 97.864460 111.289466 119.654004 128.395040 137.400155 148.223413 161.722493 169.935527 180.542863 191.886175 200.172300 207.980724 218.628909 229.756215 242.648552 250.376139 261.062454 274.472260 281.363233 289.628230 297.916337
0.150000 0.665427 8.604040 19.735974 30.387032 40.314377 49.843308 62.215104 70.507538 78.738878 92.540232 96.918827 111.269360 119.357919 128.289936 136.820510 147.411161 162.008757 168.891900 180.664996 192.217689 199.127244 208.772286 219.751863 230.095936 243.518178 250.909131 263.595652 272.686396 280.622093 291.334955 296.772592
0.175000 0.539134 8.289298 20.233818 29.771457 38.832567 48.590952 62.126375 72.056412 79.590102 92.754125 97.488654 112.773888 118.166383 128.083808 136.913532 148.784710 161.540979 169.131342 179.861093 190.327340 197.291979 209.684330 220.726360 230.038075 243.986651 250.689519 262.422988 269.951185 279.973161 290.428809 300.114393
0.200000 -0.009264 7.953255 21.332148 31.454687 40.265464 48.019724 61.488233 71.361294 78.129380 91.665858 98.526835 114.099604 117.472660 127.582743 136.582795 148.046960 162.517061 169.218669 180.539366 189.686710 197.255387 210.315572 218.274214 228.249794 242.744144 250.633866 261.821950 270.818719 278.934147 291.649707 300.201148
0.225000 0.108597 8.533900 21.277000 30.415373 39.915709 47.391489 61.343901 71.531864 77.806129 92.380675 98.386927 113.765341 119.080083 128.212027 137.113898 148.301205 162.605916 170.077453 180.123556 188.811367 198.954672 209.014302 216.464826 229.140599 242.612052 249.205868 259.637982 271.837448 278.864052 292.888078 296.628243
