0.000000 2.000000
0.900000 2.000000
0.900000 2.900000
0.000000 2.900000
0.000000 2.000000

0.000000 3.000000
0.900000 3.000000
0.900000 3.900000
0.000000 3.900000
0.000000 3.000000

0.000000 7.000000
0.900000 7.000000
0.900000 7.900000
0.000000 7.900000
0.000000 7.000000

1.000000 0.000000
1.900000 0.000000
1.900000 0.900000
1.000000 0.900000
1.000000 0.000000

1.000000 2.000000
1.900000 2.000000
1.900000 2.900000
1.000000 2.900000
1.000000 2.000000

1.000000 3.000000
1.900000 3.000000
1.900000 3.900000
1.000000 3.900000
1.000000 3.000000

1.000000 8.000000
1.900000 8.000000
1.900000 8.900000
1.000000 8.900000
1.000000 8.000000

2.000000 1.000000
2.900000 1.000000
2.900000 1.900000
2.000000 1.900000
2.000000 1.000000

2.000000 2.000000
2.900000 2.000000
2.900000 2.900000
2.000000 2.900000
2.000000 2.000000

2.000000 3.000000
2.900000 3.000000
2.900000 3.900000
2.000000 3.900000
2.000000 3.000000

2.000000 4.000000
2.900000 4.000000
2.900000 4.900000
2.000000 4.900000
2.000000 4.000000

2.000000 5.000000
2.900000 5.000000
2.900000 5.900000
2.000000 5.900000
2.000000 5.000000

3.000000 1.000000
3.900000 1.000000
3.900000 1.900000
3.000000 1.900000
3.000000 1.000000

3.000000 2.000000
3.900000 2.000000
3.900000 2.900000
3.000000 2.900000
3.000000 2.000000

4.000000 2.000000
4.900000 2.000000
4.900000 2.900000
4.000000 2.900000
4.000000 2.000000

4.000000 3.000000
4.900000 3.000000
4.900000 3.900000
4.000000 3.900000
4.000000 3.000000

4.000000 4.000000
4.900000 4.000000
4.900000 4.900000
4.000000 4.900000
4.000000 4.000000

4.000000 5.000000
4.900000 5.000000
4.900000 5.900000
4.000000 5.900000
4.000000 5.000000

4.000000 7.000000
4.900000 7.000000
4.900000 7.900000
4.000000 7.900000
4.000000 7.000000

5.000000 2.000000
5.900000 2.000000
5.900000 2.900000
5.000000 2.900000
5.000000 2.000000

5.000000 5.000000
5.900000 5.000000
5.900000 5.900000
5.000000 5.900000
5.000000 5.000000

5.000000 7.000000
5.900000 7.000000
5.900000 7.900000
5.000000 7.900000
5.000000 7.000000

5.000000 9.000000
5.900000 9.000000
5.900000 9.900000
5.000000 9.900000
5.000000 9.000000

6.000000 1.000000
6.900000 1.000000
6.900000 1.900000
6.000000 1.900000
6.000000 1.000000

6.000000 3.000000
6.900000 3.000000
6.900000 3.900000
6.000000 3.900000
6.000000 3.000000

6.000000 5.000000
6.900000 5.000000
6.900000 5.900000
6.000000 5.900000
6.000000 5.000000

6.000000 8.000000
6.900000 8.000000
6.900000 8.900000
6.000000 8.900000
6.000000 8.000000

6.000000 9.000000
6.900000 9.000000
6.900000 9.900000
6.000000 9.900000
6.000000 9.000000

7.000000 0.000000
7.900000 0.000000
7.900000 0.900000
7.000000 0.900000
7.000000 0.000000

7.000000 1.000000
7.900000 1.000000
7.900000 1.900000
7.000000 1.900000
7.000000 1.000000

7.000000 5.000000
7.900000 5.000000
7.900000 5.900000
7.000000 5.900000
7.000000 5.000000

7.000000 6.000000
7.900000 6.000000
7.900000 6.900000
7.000000 6.900000
7.000000 6.000000

7.000000 8.000000
7.900000 8.000000
7.900000 8.900000
7.000000 8.900000
7.000000 8.000000

7.000000 9.000000
7.900000 9.000000
7.900000 9.900000
7.000000 9.900000
7.000000 9.000000

8.000000 1.000000
8.900000 1.000000
8.900000 1.900000
8.000000 1.900000
8.000000 1.000000

8.000000 2.000000
8.900000 2.000000
8.900000 2.900000
8.000000 2.900000
8.000000 2.000000

8.000000 7.000000
8.900000 7.000000
8.900000 7.900000
8.000000 7.900000
8.000000 7.000000

9.000000 0.000000
9.900000 0.000000
9.900000 0.900000
9.000000 0.900000
9.000000 0.000000

9.000000 2.000000
9.900000 2.000000
9.900000 2.900000
9.000000 2.900000
9.000000 2.000000

9.000000 3.000000
9.900000 3.000000
9.900000 3.900000
9.000000 3.900000
9.000000 3.000000

9.000000 4.000000
9.900000 4.000000
9.900000 4.900000
9.000000 4.900000
9.000000 4.000000

9.000000 7.000000
9.900000 7.000000
9.900000 7.900000
9.000000 7.900000
9.000000 7.000000

9.000000 8.000000
9.900000 8.000000
9.900000 8.900000
9.000000 8.900000
9.000000 8.000000

9.000000 9.000000
9.900000 9.000000
9.900000 9.900000
9.000000 9.900000
9.000000 9.000000

